V,I,P,Irr,T
120.67375,1.389929824,167.728044,100,50
120.9017,1.389874454,168.0381842,100,50
121.12965,1.389822449,168.3487068,100,50
121.3576,1.389767274,168.6588209,100,50
121.58555,1.389712276,168.9689314,100,50
121.8135,1.389657633,169.27906,100,50
122.04145,1.389601975,169.58904,100,50
122.2694,1.389543808,169.8986877,100,50
122.49735,1.389489204,170.2087453,100,50
122.7253,1.389429034,170.518095,100,50
122.95325,1.389373955,170.8280433,100,50
123.1812,1.389313451,171.1372981,100,50
123.40915,1.389256154,171.446921,100,50
123.6371,1.389196694,171.7562506,100,50
123.86505,1.389137671,172.0656071,100,50
124.093,1.389077464,172.3747898,100,50
124.32095,1.389014128,172.683556,100,50
124.5489,1.388951644,172.9923994,100,50
124.77685,1.388892004,173.3015693,100,50
125.0048,1.388826259,173.6099487,100,50
125.23275,1.388764864,173.918843,100,50
125.4607,1.388696703,174.2268604,100,50
125.68865,1.388633106,174.5354204,100,50
125.9166,1.38856575,174.8434781,100,50
126.14455,1.388499172,175.1516033,100,50
126.3725,1.388435209,175.4600285,100,50
126.60045,1.388367108,175.7679007,100,50
126.8284,1.388298078,176.075624,100,50
127.05635,1.388228222,176.3832109,100,50
127.2843,1.388157519,176.6906582,100,50
127.51225,1.388085948,176.9979624,100,50
127.7402,1.388013485,177.3051201,100,50
127.96815,1.387940108,177.6121279,100,50
128.1961,1.387865793,177.918982,100,50
128.42405,1.387790517,178.2256788,100,50
128.652,1.387714255,178.5322144,100,50
128.87995,1.387636981,178.8385848,100,50
129.1079,1.38755867,179.144786,100,50
129.33585,1.387479295,179.450814,100,50
129.5638,1.38730888,179.7450102,100,50
129.79175,1.387316222,180.0622003,100,50
130.0197,1.387234507,180.3678145,100,50
130.24765,1.387150595,180.6731052,100,50
130.4756,1.387065475,180.9782001,100,50
130.70355,1.386979116,181.2830943,100,50
130.9315,1.386891487,181.5877827,100,50
131.15945,1.386802554,181.8922602,100,50
131.3874,1.386712284,182.1965215,100,50
131.61535,1.386620643,182.5005613,100,50
131.8433,1.386529207,182.8045862,100,50
132.07125,1.386432609,183.1078877,100,50
132.2992,1.386335329,183.411055,100,50
132.52715,1.386236691,183.7139979,100,50
132.7551,1.386129989,184.0158253,100,50
132.98305,1.386033666,184.3189843,100,50
133.211,1.385937695,184.6221463,100,50
133.43895,1.38583374,184.9241992,100,50
133.6669,1.385728063,185.2259744,100,50
133.89485,1.385620619,185.527465,100,50
134.1228,1.385511364,185.8286636,100,50
134.35075,1.38540025,186.1295627,100,50
134.5787,1.38528723,186.4301546,100,50
134.80665,1.385172256,186.7304315,100,50
135.0346,1.385044961,187.0289923,100,50
135.26255,1.38493624,187.3300074,100,50
135.4905,1.384815095,187.6292896,100,50
135.71845,1.384691786,187.928223,100,50
135.9464,1.384566259,188.2267985,100,50
136.17435,1.384438456,188.5250069,100,50
136.4023,1.384308354,188.8228434,100,50
136.63025,1.384175788,189.1202839,100,50
136.8582,1.384040801,189.4173328,100,50
137.08615,1.383903297,189.7139749,100,50
137.3141,1.383763209,190.0101997,100,50
137.54205,1.383620483,190.3059976,100,50
137.77,1.383478413,190.601821,100,50
137.99795,1.383329118,190.8965825,100,50
138.2259,1.383181189,191.1914647,100,50
138.45385,1.383017225,191.4840594,100,50
138.6818,1.382864612,191.7781535,100,50
138.90975,1.382704491,192.0711352,100,50
139.1377,1.382541208,192.3636038,100,50
139.36565,1.382374681,192.655546,100,50
139.5936,1.382204827,192.9469477,100,50
139.82155,1.382031561,193.2377949,100,50
140.0495,1.381854795,193.528073,100,50
140.27745,1.381530205,193.7975343,100,50
140.5054,1.381490402,194.1068616,100,50
140.73335,1.38130259,194.3953409,100,50
140.9613,1.381110905,194.6831886,100,50
141.18925,1.380915249,194.9703883,100,50
141.4172,1.380715519,195.2569227,100,50
141.64515,1.380511611,195.5427743,100,50
141.8731,1.380303419,195.827925,100,50
142.10105,1.380090832,196.1123564,100,50
142.329,1.379873738,196.3960493,100,50
142.55695,1.379652022,196.6789843,100,50
142.7849,1.379425565,196.9611414,100,50
143.01285,1.379194246,197.2424998,100,50
143.2408,1.378957939,197.5230384,100,50
143.46875,1.378716519,197.8027356,100,50
143.6967,1.378469853,198.0815689,100,50
143.92465,1.378217808,198.3595156,100,50
144.1526,1.377960245,198.636552,100,50
144.38055,1.377696934,198.912641,100,50
144.6085,1.377427999,199.1877969,100,50
144.83645,1.377153023,199.461955,100,50
145.0644,1.376871943,199.7351023,100,50
145.29235,1.376584602,200.0072119,100,50
145.5203,1.376290842,200.2782561,100,50
145.74825,1.375990498,200.5482071,100,50
145.9762,1.375683027,200.8169806,100,50
146.20415,1.375369373,201.0847102,100,50
146.4321,1.375048246,201.3512023,100,50
146.66005,1.374719835,201.6164798,100,50
146.888,1.374383953,201.8805101,100,50
147.11595,1.37404041,202.1432602,100,50
147.3439,1.373688983,202.4046922,100,50
147.57185,1.373323693,202.663918,100,50
147.7998,1.372957914,202.9229051,100,50
148.02775,1.372591421,203.1816197,100,50
148.2557,1.372198602,203.4362642,100,50
148.48365,1.371804706,203.6905698,100,50
148.7116,1.371398291,203.9428341,100,50
148.93955,1.370986111,204.1940544,100,50
149.1675,1.370574631,204.4451913,100,50
149.39545,1.370132421,204.6915496,100,50
149.6234,1.369684779,204.9368936,100,50
149.85135,1.369241236,205.1826477,100,50
150.0793,1.368780857,205.4256729,100,50
150.30725,1.368307045,205.6664691,100,50
150.5352,1.367822049,205.9053658,100,50
150.76315,1.367325585,206.1423123,100,50
150.9911,1.366817361,206.3772568,100,50
151.21905,1.366297075,206.6101458,100,50
151.447,1.365764422,206.8409244,100,50
151.67495,1.365219086,207.0695366,100,50
151.9029,1.364660743,207.2959244,100,50
152.13085,1.364089063,207.5200286,100,50
152.3588,1.363503705,207.7417883,100,50
152.58675,1.362904322,207.9611411,100,50
152.8147,1.362290561,208.1780234,100,50
